,OFFENSE,NEIGHBORHOOD_CLUSTER,NBH_NAMES,COUNT,YEAR,TotalOffenseCount
6262,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6263,ROBBERY,Cluster 3,Shaw,1,2021,775
6264,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6265,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6266,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
6267,ASSAULT W/DANGEROUS WEAPON,Cluster 7,Shaw,1,2021,469
6268,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6269,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6270,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
6271,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6272,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6273,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
6274,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6275,ASSAULT W/DANGEROUS WEAPON,Cluster 1,Adams Morgan,1,2021,469
6276,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6277,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6278,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6279,BURGLARY,Cluster 7,Shaw,1,2021,524
6280,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
6281,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6282,BURGLARY,Cluster 25,Union Station,1,2021,524
6283,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6284,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6285,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6286,ROBBERY,Cluster 25,Union Station,1,2021,775
6287,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6288,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6289,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6290,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
6291,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
6292,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6293,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6294,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6295,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6296,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6297,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6298,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
6299,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6300,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6301,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
6302,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6303,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6304,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6305,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6306,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6307,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6308,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6309,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6310,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6311,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6312,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6313,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6314,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6315,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6316,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6317,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6318,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6319,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6320,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6321,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6322,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
6323,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6324,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6325,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6326,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6327,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6328,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6329,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6330,THEFT F/AUTO,Cluster 28,Historic Anacostia,1,2021,3744
6331,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6332,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6333,ROBBERY,Cluster 7,Shaw,1,2021,775
6334,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6335,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6336,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6337,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6338,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6339,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6340,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6341,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6342,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6343,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6344,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6345,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6346,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6347,ROBBERY,Cluster 25,Union Station,1,2021,775
6348,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6349,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6350,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6351,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6352,BURGLARY,Cluster 25,Union Station,1,2021,524
6353,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6354,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6355,BURGLARY,Cluster 18,Petworth,1,2021,524
6356,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6357,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6358,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6359,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6360,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6361,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6362,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
6363,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6364,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
6365,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6366,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6367,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6368,ROBBERY,Cluster 1,Adams Morgan,1,2021,775
6369,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6370,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
6371,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6372,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6373,SEX ABUSE,Cluster 25,Union Station,1,2021,69
6374,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6375,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6376,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
6377,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6378,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6379,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
6380,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6381,ASSAULT W/DANGEROUS WEAPON,Cluster 7,Shaw,1,2021,469
6382,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6383,SEX ABUSE,Cluster 27,Navy Yard,1,2021,69
6384,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6385,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6386,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6387,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6388,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
6389,ROBBERY,Cluster 25,Union Station,1,2021,775
6390,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6391,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
6392,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6393,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6394,ASSAULT W/DANGEROUS WEAPON,Cluster 1,Adams Morgan,1,2021,469
6395,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6396,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6397,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6398,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6399,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6400,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6401,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6402,ROBBERY,Cluster 18,Petworth,1,2021,775
6403,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6404,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6405,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6406,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6407,ASSAULT W/DANGEROUS WEAPON,Cluster 6,Dupont Circle,1,2021,469
6408,BURGLARY,Cluster 28,Historic Anacostia,1,2021,524
6409,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
6410,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
6411,ASSAULT W/DANGEROUS WEAPON,Cluster 28,Historic Anacostia,1,2021,469
6412,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6413,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6414,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
6415,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6416,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6417,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6418,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6419,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
6420,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6421,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6422,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6423,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6424,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6425,ASSAULT W/DANGEROUS WEAPON,Cluster 6,Dupont Circle,1,2021,469
6426,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6427,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6428,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6429,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6430,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6431,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6432,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6433,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6434,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6435,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
6436,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6437,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6438,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6439,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6440,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6441,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6442,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6443,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6444,SEX ABUSE,Cluster 28,Historic Anacostia,1,2021,69
6445,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
6446,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6447,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6448,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6449,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6450,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6451,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6452,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6453,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6454,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6455,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6456,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6457,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6458,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6459,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6460,HOMICIDE,Cluster 3,Shaw,1,2021,47
6461,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
6462,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6463,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6464,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6465,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6466,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6467,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6468,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
6469,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6470,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6471,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6472,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6473,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6474,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6475,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6476,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6477,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6478,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
6479,ROBBERY,Cluster 18,Petworth,1,2021,775
6480,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6481,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6482,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6483,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
6484,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
6485,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6486,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
6487,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6488,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
6489,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6490,ROBBERY,Cluster 7,Shaw,1,2021,775
6491,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6492,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6493,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
6494,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6495,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6496,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
6497,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
6498,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6499,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6500,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
6501,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6502,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
6503,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6504,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6505,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6506,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6507,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6508,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6509,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6510,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6511,ROBBERY,Cluster 25,Union Station,1,2021,775
6512,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6513,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6514,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6515,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6516,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6517,ROBBERY,Cluster 25,Union Station,1,2021,775
6518,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6519,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6520,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6521,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6522,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6523,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6524,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6525,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6526,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6527,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6528,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
6529,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6530,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6531,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6532,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6533,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6534,BURGLARY,Cluster 3,Shaw,1,2021,524
6535,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6536,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6537,SEX ABUSE,Cluster 2,Columbia Heights,1,2021,69
6538,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6539,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6540,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6541,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6542,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
6543,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6544,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6545,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6546,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6547,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6548,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6549,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6550,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6551,ASSAULT W/DANGEROUS WEAPON,Cluster 26,Capitol Hill,1,2021,469
6552,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
6553,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6554,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6555,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6556,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6557,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6558,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6559,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
6560,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6561,ASSAULT W/DANGEROUS WEAPON,Cluster 18,Petworth,1,2021,469
6562,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6563,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6564,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6565,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6566,SEX ABUSE,Cluster 1,Adams Morgan,1,2021,69
6567,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6568,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6569,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6570,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6571,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6572,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6573,ROBBERY,Cluster 18,Petworth,1,2021,775
6574,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6575,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6576,ROBBERY,Cluster 7,Shaw,1,2021,775
6577,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6578,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6579,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6580,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6581,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6582,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6583,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
6584,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6585,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6586,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6587,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6588,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6589,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6590,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6591,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
6592,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6593,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6594,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
6595,ASSAULT W/DANGEROUS WEAPON,Cluster 26,Capitol Hill,1,2021,469
6596,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6597,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6598,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6599,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
6600,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6601,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6602,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6603,BURGLARY,Cluster 25,Union Station,1,2021,524
6604,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6605,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6606,ROBBERY,Cluster 27,Navy Yard,1,2021,775
6607,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6608,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
6609,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
6610,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6611,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6612,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6613,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6614,ASSAULT W/DANGEROUS WEAPON,Cluster 7,Shaw,1,2021,469
6615,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6616,THEFT F/AUTO,Cluster 28,Historic Anacostia,1,2021,3744
6617,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6618,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6619,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6620,ROBBERY,Cluster 27,Navy Yard,1,2021,775
6621,BURGLARY,Cluster 7,Shaw,1,2021,524
6622,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
6623,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6624,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6625,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6626,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6627,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6628,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6629,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6630,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6631,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6632,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6633,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6634,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6635,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6636,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6637,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6638,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6639,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6640,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6641,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6642,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6643,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
6644,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6645,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6646,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6647,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
6648,SEX ABUSE,Cluster 1,Adams Morgan,1,2021,69
6649,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6650,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6651,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6652,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
6653,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
